No.	Title	Link	Authors	Keywords
48	Bridging the Domain Gap for Ground-to-Aerial Image Matching	https://openaccess.thecvf.com/content_ICCV_2019/html/Regmi_Bridging_the_Domain_Gap_for_Ground-to-Aerial_Image_Matching_ICCV_2019_paper.html	Krishna Regmi, Mubarak Shah	
49	A Robust Learning Approach to Domain Adaptive Object Detection	https://openaccess.thecvf.com/content_ICCV_2019/html/Khodabandeh_A_Robust_Learning_Approach_to_Domain_Adaptive_Object_Detection_ICCV_2019_paper.html	Mehran Khodabandeh, Arash Vahdat, Mani Ranjbar, William G. Macready	
50	Graph-Based Object Classification for Neuromorphic Vision Sensing	https://openaccess.thecvf.com/content_ICCV_2019/html/Bi_Graph-Based_Object_Classification_for_Neuromorphic_Vision_Sensing_ICCV_2019_paper.html	Yin Bi, Aaron Chadha, Alhabib Abbas, Eirina Bourtsoulatze, Yiannis Andreopoulos	
51	Gaussian YOLOv3: An Accurate and Fast Object Detector Using Localization Uncertainty for Autonomous Driving	https://openaccess.thecvf.com/content_ICCV_2019/html/Choi_Gaussian_YOLOv3_An_Accurate_and_Fast_Object_Detector_Using_Localization_ICCV_2019_paper.html	Jiwoong Choi, Dayoung Chun, Hyun Kim, Hyuk-Jae Lee	
52	Sharpen Focus: Learning With Attention Separability and Consistency	https://openaccess.thecvf.com/content_ICCV_2019/html/Wang_Sharpen_Focus_Learning_With_Attention_Separability_and_Consistency_ICCV_2019_paper.html	Lezi Wang, Ziyan Wu, Srikrishna Karanam, Kuan-Chuan Peng, Rajat Vikram Singh, Bo Liu, Dimitris N. Metaxas	
53	Learning Semantic-Specific Graph Representation for Multi-Label Image Recognition	https://openaccess.thecvf.com/content_ICCV_2019/html/Chen_Learning_Semantic-Specific_Graph_Representation_for_Multi-Label_Image_Recognition_ICCV_2019_paper.html	Tianshui Chen, Muxin Xu, Xiaolu Hui, Hefeng Wu, Liang Lin	
54	DeceptionNet: Network-Driven Domain Randomization	https://openaccess.thecvf.com/content_ICCV_2019/html/Zakharov_DeceptionNet_Network-Driven_Domain_Randomization_ICCV_2019_paper.html	Sergey Zakharov, Wadim Kehl, Slobodan Ilic	
55	Pose-Guided Feature Alignment for Occluded Person Re-Identification	https://openaccess.thecvf.com/content_ICCV_2019/html/Miao_Pose-Guided_Feature_Alignment_for_Occluded_Person_Re-Identification_ICCV_2019_paper.html	Jiaxu Miao, Yu Wu, Ping Liu, Yuhang Ding, Yi Yang	
56	Robust Person Re-Identification by Modelling Feature Uncertainty	https://openaccess.thecvf.com/content_ICCV_2019/html/Yu_Robust_Person_Re-Identification_by_Modelling_Feature_Uncertainty_ICCV_2019_paper.html	Tianyuan Yu, Da Li, Yongxin Yang, Timothy M. Hospedales, Tao Xiang	
57	Co-Segmentation Inspired Attention Networks for Video-Based Person Re-Identification	https://openaccess.thecvf.com/content_ICCV_2019/html/Subramaniam_Co-Segmentation_Inspired_Attention_Networks_for_Video-Based_Person_Re-Identification_ICCV_2019_paper.html	Arulkumar Subramaniam, Athira Nambiar, Anurag Mittal	
58	A Delay Metric for Video Object Detection: What Average Precision Fails to Tell	https://openaccess.thecvf.com/content_ICCV_2019/html/Mao_A_Delay_Metric_for_Video_Object_Detection_What_Average_Precision_ICCV_2019_paper.html	Huizi Mao, Xiaodong Yang, William J. Dally	
59	IL2M: Class Incremental Learning With Dual Memory	https://openaccess.thecvf.com/content_ICCV_2019/html/Belouadah_IL2M_Class_Incremental_Learning_With_Dual_Memory_ICCV_2019_paper.html	Eden Belouadah, Adrian Popescu	
60	Asymmetric Non-Local Neural Networks for Semantic Segmentation	https://openaccess.thecvf.com/content_ICCV_2019/html/Zhu_Asymmetric_Non-Local_Neural_Networks_for_Semantic_Segmentation_ICCV_2019_paper.html	Zhen Zhu, Mengde Xu, Song Bai, Tengteng Huang, Xiang Bai	
61	CCNet: Criss-Cross Attention for Semantic Segmentation	https://openaccess.thecvf.com/content_ICCV_2019/html/Huang_CCNet_Criss-Cross_Attention_for_Semantic_Segmentation_ICCV_2019_paper.html	Zilong Huang, Xinggang Wang, Lichao Huang, Chang Huang, Yunchao Wei, Wenyu Liu	
62	Convex Shape Prior for Multi-Object Segmentation Using a Single Level Set Function	https://openaccess.thecvf.com/content_ICCV_2019/html/Luo_Convex_Shape_Prior_for_Multi-Object_Segmentation_Using_a_Single_Level_ICCV_2019_paper.html	Shousheng Luo, Xue-Cheng Tai, Limei Huo, Yang Wang, Roland Glowinski	
63	Surface Networks via General Covers	https://openaccess.thecvf.com/content_ICCV_2019/html/Haim_Surface_Networks_via_General_Covers_ICCV_2019_paper.html	Niv Haim, Nimrod Segol, Heli Ben-Hamu, Haggai Maron, Yaron Lipman	
