No.	Title	Link	Authors	Keywords
81	Generative Dual Adversarial Network for Generalized Zero-Shot Learning	https://openaccess.thecvf.com/content_CVPR_2019/html/Huang_Generative_Dual_Adversarial_Network_for_Generalized_Zero-Shot_Learning_CVPR_2019_paper.html	He Huang, Changhu Wang, Philip S. Yu, Chang-Dong Wang	
82	Query-Guided End-To-End Person Search	https://openaccess.thecvf.com/content_CVPR_2019/html/Munjal_Query-Guided_End-To-End_Person_Search_CVPR_2019_paper.html	Bharti Munjal, Sikandar Amin, Federico Tombari, Fabio Galasso	
83	Libra R-CNN: Towards Balanced Learning for Object Detection	https://openaccess.thecvf.com/content_CVPR_2019/html/Pang_Libra_R-CNN_Towards_Balanced_Learning_for_Object_Detection_CVPR_2019_paper.html	Jiangmiao Pang, Kai Chen, Jianping Shi, Huajun Feng, Wanli Ouyang, Dahua Lin	
84	Learning a Unified Classifier Incrementally via Rebalancing	https://openaccess.thecvf.com/content_CVPR_2019/html/Hou_Learning_a_Unified_Classifier_Incrementally_via_Rebalancing_CVPR_2019_paper.html	Saihui Hou, Xinyu Pan, Chen Change Loy, Zilei Wang, Dahua Lin	
85	Feature Selective Anchor-Free Module for Single-Shot Object Detection	https://openaccess.thecvf.com/content_CVPR_2019/html/Zhu_Feature_Selective_Anchor-Free_Module_for_Single-Shot_Object_Detection_CVPR_2019_paper.html	Chenchen Zhu, Yihui He, Marios Savvides	
86	Bottom-Up Object Detection by Grouping Extreme and Center Points	https://openaccess.thecvf.com/content_CVPR_2019/html/Zhou_Bottom-Up_Object_Detection_by_Grouping_Extreme_and_Center_Points_CVPR_2019_paper.html	Xingyi Zhou, Jiacheng Zhuo, Philipp Krahenbuhl	
87	Feature Distillation: DNN-Oriented JPEG Compression Against Adversarial Examples	https://openaccess.thecvf.com/content_CVPR_2019/html/Liu_Feature_Distillation_DNN-Oriented_JPEG_Compression_Against_Adversarial_Examples_CVPR_2019_paper.html	Zihao Liu, Qi Liu, Tao Liu, Nuo Xu, Xue Lin, Yanzhi Wang, Wujie Wen	
88	SCOPS: Self-Supervised Co-Part Segmentation	https://openaccess.thecvf.com/content_CVPR_2019/html/Hung_SCOPS_Self-Supervised_Co-Part_Segmentation_CVPR_2019_paper.html	Wei-Chih Hung, Varun Jampani, Sifei Liu, Pavlo Molchanov, Ming-Hsuan Yang, Jan Kautz	
89	Unsupervised Moving Object Detection via Contextual Information Separation	https://openaccess.thecvf.com/content_CVPR_2019/html/Yang_Unsupervised_Moving_Object_Detection_via_Contextual_Information_Separation_CVPR_2019_paper.html	Yanchao Yang, Antonio Loquercio, Davide Scaramuzza, Stefano Soatto	
90	Pose2Seg: Detection Free Human Instance Segmentation	https://openaccess.thecvf.com/content_CVPR_2019/html/Zhang_Pose2Seg_Detection_Free_Human_Instance_Segmentation_CVPR_2019_paper.html	Song-Hai Zhang, Ruilong Li, Xin Dong, Paul Rosin, Zixi Cai, Xi Han, Dingcheng Yang, Haozhi Huang, Shi-Min Hu	
91	DrivingStereo: A Large-Scale Dataset for Stereo Matching in Autonomous Driving Scenarios	https://openaccess.thecvf.com/content_CVPR_2019/html/Yang_DrivingStereo_A_Large-Scale_Dataset_for_Stereo_Matching_in_Autonomous_Driving_CVPR_2019_paper.html	Guorun Yang, Xiao Song, Chaoqin Huang, Zhidong Deng, Jianping Shi, Bolei Zhou	
