No.	Title	Link	Authors	Keywords
123	Adversarial Learning for Weakly-Supervised Social Network Alignment	https://aaai.org/ojs/index.php/AAAI/article/view/3889	Chaozhuo Li, Senzhang Wang, Yukun Wang, Philip Yu, Yanbo Liang, Yun Liu, Zhoujun Li	
124	Learning Heterogeneous Spatial-Temporal Representation for Bike-Sharing Demand Prediction	https://aaai.org/ojs/index.php/AAAI/article/view/3890	Youru Li, Zhenfeng Zhu, Deqiang Kong, Meixiang Xu, Yao Zhao	
125	SEGAN: Structure-Enhanced Generative Adversarial Network for Compressed Sensing MRI Reconstruction	https://aaai.org/ojs/index.php/AAAI/article/view/3891	Zhongnian Li, Tao Zhang, Peng Wan, Daoqiang Zhang	
126	DeepSTN+: Context-Aware Spatial-Temporal Neural Network for Crowd Flow Prediction in Metropolis	https://aaai.org/ojs/index.php/AAAI/article/view/3892	Ziqian Lin, Jie Feng, Ziyang Lu, Yong Li, Depeng Jin	
127	Perceptual-Sensitive GAN for Generating Adversarial Patches	https://aaai.org/ojs/index.php/AAAI/article/view/3893	Aishan Liu, Xianglong Liu, Jiaxin Fan, Yuqing Ma, Anlan Zhang, Huiyuan Xie, Dacheng Tao	
128	Joint Representation Learning for Multi-Modal Transportation Recommendation	https://aaai.org/ojs/index.php/AAAI/article/view/3894	Hao Liu, Ting Li, Renjun Hu, Yanjie Fu, Jingjing Gu, Hui Xiong	
129	DeepFuzz: Automatic Generation of Syntax Valid C Programs for Fuzz Testing	https://aaai.org/ojs/index.php/AAAI/article/view/3895	Xiao Liu, Xiaoting Li, Rupesh Prajapati, Dinghao Wu	
130	Molecular Property Prediction: A Multilevel Quantum Interactions Modeling Perspective	https://aaai.org/ojs/index.php/AAAI/article/view/3896	Chengqiang Lu, Qi Liu, Chao Wang, Zhenya Huang, Peize Lin, Lixin He	
131	Play as You Like: Timbre-Enhanced Multi-Modal Music Style Transfer	https://aaai.org/ojs/index.php/AAAI/article/view/3897	Chien-Yu Lu, Min-Xin Xue, Chia-Che Chang, Che-Rung Lee, Li Su	
132	AffinityNet: Semi-Supervised Few-Shot Learning for Disease Type Prediction	https://aaai.org/ojs/index.php/AAAI/article/view/3898	Tianle Ma, Aidong Zhang	
133	Scalable Robust Kidney Exchange	https://aaai.org/ojs/index.php/AAAI/article/view/3899	Duncan C McElfresh, Hoda Bidkhori, John P Dickerson	
134	Difficulty-Aware Attention Network with Confidence Learning for Medical Image Segmentation	https://aaai.org/ojs/index.php/AAAI/article/view/3900	Dong Nie, Li Wang, Lei Xiang, Sihang Zhou, Ehsan Adeli, Dinggang Shen	
